,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476
431,0.9,0.050114985,0.151328531,0.039955471,0.070495814,0.046075471,0.145855545,0.032908746,0.052445086,0.044980089,0.097575089,0.095569807,0.032440546,0.049809881,0.033052485,0.058276806,0.0479241,0.066143046,0.037238364,0.084208619,0.031906421,0.095242971,0.000389614,0.044548746,0.037934482,0.048119367,0.099153209,0.185472619,0.150818364,0.115408876,0.108528148,0.036243364,0.103796204,0.058709807,0.040916119,0.165107185,0.032637971,0.344392146,0.076282971,0.035249649,0.036607589,0.040010591,0.040714862,0.038010648,0.041760471,0.045169741
432,0.050114985,0.9,0.030197415,0.251544306,0.249022187,0.358194645,0.078324982,0.278041756,0.270950749,0.370184645,0.244431806,0.353825927,0.100111821,0.093403217,0.278041756,0.097708427,0.191359779,0.087611821,0.292145927,0.248778531,0.035169542,0.369849256,0.409912056,0.267189645,0.044692229,0.071849919,0.070033442,0.043728789,0.231728531,0.096290992,0.146481821,0.236718829,0.245424687,0.255511031,0.325643531,0.131680826,0.274881806,0.041630929,0.256149645,0.033192205,0.241004256,0.13357516,0.118129001,0.068764626,0.257124915,0.14152435
433,0.151328531,0.030197415,0.9,0.046332061,0.029671413,0.026910749,0.107838531,0.018562061,0.019677145,0.026234561,0.114346756,0.026092187,0.018054256,0.064833528,0.018562061,0.021431413,0.028431756,0.049359561,0.021193913,0.027363829,0.037491031,0.026584256,4.42E-05,0.053049915,0.046127145,0.018708531,0.036191706,0.229956643,0.500137187,0.140783427,0.047274306,0.041686031,0.121646031,0.032052103,0.023761436,0.053623913,0.018261756,0.212731036,0.031435749,0.038426051,0.040719256,0.023539603,0.023415927,0.038599306,0.051492145,0.026686032
434,0.039955471,0.251544306,0.046332061,0.9,0.238231413,0.244792145,0.055781708,0.228357145,0.223814561,0.243279306,0.262221806,0.241708913,0.057376871,0.108619943,0.226069256,0.031918531,0.046739779,0.106514371,0.230013913,0.236706031,0.050705293,0.243594306,0.304758913,0.282159306,0.062538772,0.024164517,0.053680892,0.061660934,0.246418427,0.113616478,0.103619371,0.255303427,0.264771413,0.242168427,0.236586413,0.083198326,0.225124256,0.060746415,0.250994143,0.05075143,0.258441806,0.037620545,0.041983226,0.085427126,0.273824561,0.03934685
435,0.070495814,0.249022187,0.029671413,0.238231413,0.9,0.244702187,0.111477136,0.233566031,0.248263531,0.242978913,0.235988913,0.295699306,0.069338593,0.06281292,0.232119687,0.057541806,0.046056935,0.074461096,0.235871756,0.268844561,0.032680251,0.325688531,0.400104831,0.242767187,0.097029054,0.047175651,0.103252965,0.037167405,0.229143249,0.076119371,0.162016478,0.287107145,0.238159306,0.257382415,0.239925749,0.112039206,0.231525927,0.036161759,0.315613427,0.229374323,0.305478913,0.039876548,0.047966119,0.132150992,0.240918531,0.04203768
436,0.046075471,0.358194645,0.026910749,0.244792145,0.244702187,0.9,0.067999315,0.268209306,0.261832061,0.328424645,0.237456756,0.319468913,0.092861821,0.07570005,0.267646756,0.081990927,0.140437279,0.078269321,0.278798913,0.248148528,0.030529435,0.327274256,0.403167062,0.252689306,0.037975438,0.062493277,0.062685942,0.037362122,0.227438913,0.084358978,0.126314371,0.232282187,0.238888427,0.249441413,0.300963913,0.105988326,0.265381806,0.036333915,0.258676643,0.029485944,0.237457145,0.221725163,0.099611501,0.064386821,0.246603249,0.24094935
437,0.145855545,0.078324982,0.107838531,0.055781708,0.111477136,0.067999315,0.9,0.044475067,0.064609292,0.066479208,0.136915067,0.14382244,0.042254309,0.076836988,0.044409208,0.081131756,0.072348654,0.059629309,0.05034494,0.087499586,0.04543293,0.191998806,6.58E-05,0.065032482,0.053471258,0.064934305,0.132007769,0.138340696,0.106330295,0.336030444,0.188004309,0.049770025,0.144552185,0.07480291,0.059184586,0.162841148,0.043095067,0.131934257,0.096194315,0.044094308,0.048277567,0.058714519,0.057536296,0.045139795,0.061006411,0.063307103
438,0.032908746,0.278041756,0.018562061,0.228357145,0.233566031,0.268209306,0.044475067,0.9,0.240019561,0.303324256,0.223941756,0.269668528,0.168624208,0.048565801,0.489979256,0.050596413,0.112540083,0.062932211,0.529700927,0.232891031,0.019931533,0.266684306,0.400561853,0.230944306,0.024110083,0.040318277,0.043396196,0.02416313,0.218438829,0.063118978,0.087476821,0.222301413,0.224960927,0.234762187,0.319999687,0.061512087,0.370146756,0.023655929,0.235656806,0.020125944,0.223104306,0.058785059,0.06413774,0.053415814,0.227786756,0.062353111
439,0.052445086,0.270950749,0.019677145,0.223814561,0.248263531,0.261832061,0.064609292,0.240019561,0.9,0.259604256,0.222679306,0.294087187,0.071624321,0.047414645,0.240019561,0.384013913,0.065682329,0.058367126,0.245953913,0.246697187,0.019519137,0.294991756,0.400077872,0.227698249,0.024772668,0.216872017,0.059979051,0.024626019,0.217255927,0.060826478,0.113942211,0.221718531,0.224471031,0.389281436,0.253376329,0.088260931,0.239009256,0.023278534,0.251134561,0.019951048,0.221299306,0.053343068,0.170565726,0.054382211,0.226146806,0.058399455
