,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476
431,1,0.099475,0.29949,0.078465,0.13997,0.090705,0.29088,0.06535,0.094785,0.0866,0.19179,0.19075,0.06417,0.098675,0.06535,0.1146,0.09268,0.131575,0.07233,0.167835,0.06298,0.18904,0,0.08863,0.074615,0.09541,0.19796,0.367765,0.29949,0.22984,0.206995,0.07034,0.201995,0.11703,0.08125,0.328215,0.06383,0.68338,0.15112,0.065095,0.069855,0.079795,0.08051,0.06596,0.082075,0.084935
432,0.099475,1,0.06029,0.101135,0.09777,0.310985,0.15656,0.155255,0.141705,0.334965,0.08691,0.30709,0.133675,0.158405,0.155255,0.194855,0.381875,0.108675,0.18373,0.09439,0.07017,0.33887,0,0.128975,0.08931,0.143555,0.129475,0.08691,0.06029,0.1263,0.226415,0.073295,0.090575,0.107855,0.24812,0.25933,0.14781,0.0827,0.106895,0.06611,0.08118,0.25563,0.221105,0.07142,0.114145,0.282485
433,0.29949,0.06029,1,0.092275,0.05809,0.053625,0.21251,0.036735,0.03395,0.05208,0.227865,0.05191,0.03528,0.119755,0.036735,0.04161,0.056035,0.09833,0.041135,0.054585,0.071815,0.05234,0,0.105995,0.08685,0.03425,0.072325,0.43956,1,0.281005,0.092595,0.080205,0.240125,0.06406,0.047445,0.105995,0.035695,0.422295,0.062675,0.073685,0.08061,0.047035,0.04627,0.075245,0.09758,0.050205
434,0.078465,0.101135,0.092275,1,0.07521,0.08418,0.111375,0.05131,0.04724,0.084605,0.12249,0.082165,0.04708,0.18874,0.05131,0.06067,0.092635,0.145355,0.058775,0.070245,0.101045,0.085235,0.208265,0.162365,0.124865,0.047765,0.097895,0.12249,0.092275,0.16026,0.139565,0.110045,0.12829,0.083775,0.07192,0.162365,0.04942,0.12024,0.081635,0.10025,0.11493,0.07238,0.067835,0.104745,0.14726,0.07813
435,0.13997,0.09777,0.05809,0.07521,1,0.08913,0.22208,0.063965,0.09336,0.084705,0.070725,0.189445,0.063045,0.095315,0.063965,0.11313,0.090845,0.080035,0.070915,0.1373,0.059865,0.24821,0,0.08526,0.190875,0.09396,0.197725,0.070725,0.05809,0.084565,0.25706,0.16881,0.074365,0.11466,0.079655,0.218655,0.06249,0.071495,0.230665,0.456795,0.209705,0.07804,0.0791,0.19802,0.07867,0.083245
436,0.090705,0.310985,0.053625,0.08418,0.08913,1,0.135875,0.134465,0.123275,0.251445,0.074085,0.237685,0.119175,0.122965,0.134465,0.16342,0.28003,0.08999,0.156345,0.086385,0.060825,0.25372,0,0.103425,0.07583,0.12471,0.11478,0.074085,0.053625,0.101745,0.184955,0.06429,0.077215,0.09763,0.200675,0.207945,0.12881,0.071415,0.097,0.05841,0.06951,0.438675,0.18407,0.062225,0.09301,0.481335
437,0.29088,0.15656,0.21251,0.111375,0.22208,0.135875,1,0.08863,0.12792,0.13277,0.27351,0.28721,0.08391,0.14824,0.08863,0.161435,0.144135,0.11866,0.100255,0.174895,0.08546,0.38339,0,0.129975,0.103775,0.12904,0.26397,0.27351,0.21251,0.671635,0.37541,0.09409,0.287105,0.14954,0.118265,0.32528,0.08587,0.26304,0.192265,0.086235,0.096235,0.1174,0.11422,0.08899,0.1188,0.126225
438,0.06535,0.155255,0.036735,0.05131,0.063965,0.134465,0.08863,1,0.07965,0.20582,0.047055,0.129425,0.251175,0.0685,0.57913,0.09994,0.224675,0.05474,0.65884,0.062615,0.03921,0.131415,0,0.059935,0.047815,0.08036,0.077765,0.047055,0.036735,0.059265,0.108405,0.04335,0.04936,0.06925,0.239725,0.11928,0.339465,0.04675,0.06936,0.03969,0.044255,0.1154,0.112835,0.040915,0.054745,0.12443
439,0.094785,0.141705,0.03395,0.04724,0.09336,0.123275,0.12792,0.07965,1,0.11838,0.043405,0.1879,0.0767,0.063305,0.07965,0.766775,0.129395,0.050625,0.090655,0.09312,0.03578,0.189155,0,0.0552,0.044125,0.43318,0.111215,0.043405,0.03395,0.05468,0.15676,0.04027,0.045775,0.378485,0.10661,0.169885,0.07719,0.04339,0.10188,0.036735,0.040645,0.105,0.325,0.03764,0.05034,0.11363
440,0.0866,0.334965,0.05208,0.084605,0.084705,0.251445,0.13277,0.20582,0.11838,1,0.07363,0.24576,0.116075,0.1291,0.20582,0.161965,0.875965,0.09126,0.243585,0.082125,0.05893,0.26424,0,0.10621,0.075585,0.119955,0.11077,0.073625,0.05208,0.104425,0.185235,0.06341,0.0773,0.093615,0.451215,0.211405,0.124765,0.071045,0.092915,0.05706,0.068475,0.20674,0.18526,0.060805,0.09442,0.22832
