,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430
407,0.8,5.06E-09,2.81E-07,1.61E-11,1.45E-08,3.06E-09,2.81E-07,1.11E-06,5.15E-12,4.59E-10,6.49E-07,5.50E-07,5.50E-07,4.61E-10,3.56E-11,1.89E-10,8.51E-09,5.35E-11,1.48E-07,1.16E-09,3.06E-09,1.61E-11,3.06E-09,4.59E-10
408,5.06E-09,0.8,3.06E-09,2.52E-08,1.45E-08,1.11E-06,8.51E-09,4.59E-10,1.87E-09,3.06E-09,1.48E-07,6.49E-07,2.94E-10,8.04E-08,2.52E-08,8.04E-08,8.02E-08,1.87E-09,7.26E-10,6.50E-07,8.51E-09,3.06E-09,8.04E-08,8.04E-08
409,2.81E-07,3.06E-09,0.8,0.000199648,2.22E-07,1.45E-08,5.50E-07,0.001975857,1.61E-11,5.06E-09,1.16E-09,2.81E-07,0.000199728,5.06E-09,0.001975709,7.81E-06,5.06E-09,1.16E-09,0.000199929,5.06E-09,7.82E-06,0.000199648,2.12E-06,7.26E-10
410,1.61E-11,2.52E-08,0.000199648,0.8,2.28E-07,5.06E-09,1.10E-11,3.44E-05,5.17E-06,5.06E-09,1.11E-06,3.56E-12,7.81E-06,1.48E-07,0.000119574,2.99E-06,2.94E-10,2.81E-07,7.81E-06,5.06E-09,6.49E-07,1.99E-05,2.24E-07,1.48E-07
411,1.45E-08,1.45E-08,2.22E-07,2.28E-07,0.8,2.52E-08,3.06E-09,8.02E-08,1.87E-09,1.16E-09,5.06E-09,2.94E-10,3.11E-08,8.51E-09,1.05E-07,1.39E-08,2.52E-08,1.87E-09,2.21E-07,1.16E-09,5.81E-09,3.94E-08,8.27E-08,2.52E-08
412,3.06E-09,1.11E-06,1.45E-08,5.06E-09,2.52E-08,0.8,4.45E-08,5.06E-09,1.89E-10,5.06E-09,8.04E-08,3.06E-09,3.06E-09,5.50E-07,1.87E-09,1.48E-07,1.45E-08,1.16E-09,3.06E-09,5.06E-09,5.06E-09,2.94E-10,1.45E-08,5.06E-09
413,2.81E-07,8.51E-09,5.50E-07,1.10E-11,3.06E-09,4.45E-08,0.8,2.34E-06,1.73E-12,5.06E-09,1.94E-10,1.11E-06,5.17E-06,7.26E-10,2.39E-11,2.94E-10,1.48E-07,3.56E-11,2.81E-07,1.45E-08,1.45E-08,5.15E-12,1.87E-09,2.94E-10
414,1.11E-06,4.59E-10,0.001975857,3.44E-05,8.02E-08,5.06E-09,2.34E-06,0.8,2.21E-13,7.26E-10,1.63E-11,0.00652627,0.008501979,5.35E-11,0.4,3.44E-05,1.48E-07,7.49E-12,0.00197682,1.87E-09,3.44E-05,0.001975709,7.81E-06,2.39E-11
415,5.15E-12,1.87E-09,1.61E-11,5.17E-06,1.87E-09,1.89E-10,1.73E-12,2.21E-13,0.8,1.16E-09,4.45E-08,3.07E-13,1.59E-13,2.52E-08,5.17E-06,8.04E-08,1.61E-11,1.48E-07,2.47E-12,4.59E-10,8.09E-11,0.000272432,1.16E-09,8.04E-08
